,CustomerID,recency,frequency,monetaryValue,recency_log,frequency_log,monetaryValue_log
0,12346,294.0,1,77183.6,5.683579767338681,0.0,11.253942278212147
1,12347,8.0,6,4085.1800000000003,2.0794415416798357,1.791759469228055,8.31512106997082
2,12348,44.0,4,1797.24,3.784189633918261,1.3862943611198906,7.494007433792304
3,12350,279.0,1,334.4,5.631211781821365,0.0,5.812337881210547
4,12352,5.0,8,2506.04,1.6094379124341003,2.0794415416798357,7.8264590970205665
5,12353,173.0,1,89.0,5.153291594497779,0.0,4.48863636973214
6,12354,201.0,1,1079.4,5.303304908059076,0.0,6.984160610184542
7,12355,183.0,1,459.4,5.209486152841421,0.0,6.129921290254998
8,12356,214.0,2,2753.08,5.365976015021851,0.6931471805599453,7.920475563928533
9,12357,2.0,1,6207.67,0.6931471805599453,0.0,8.733540903233665
10,12358,119.0,1,484.86,4.77912349311153,0.0,6.183860189473411
11,12359,26.0,4,6372.58,3.258096538021482,1.3862943611198906,8.759759690114192
12,12360,21.0,3,2662.06,3.044522437723423,1.0986122886681098,7.886855538145075
13,12361,256.0,1,189.9,5.545177444479562,0.0,5.24649761781824
14,12362,4.0,9,4697.19,1.3862943611198906,2.1972245773362196,8.454719736560788
15,12363,78.0,2,552.0,4.356708826689592,0.6931471805599453,6.313548046277095
16,12364,9.0,3,1002.78,2.1972245773362196,1.0986122886681098,6.910531421928889
17,12365,260.0,2,641.38,5.560681631015528,0.6931471805599453,6.463622104983058
18,12370,20.0,4,3545.69,2.995732273553991,1.3862943611198906,8.17348806036476
19,12371,13.0,2,1887.96,2.5649493574615367,0.6931471805599453,7.543252160040332
20,12372,40.0,3,1298.04,3.6888794541139363,1.0986122886681098,7.168610713430199
21,12373,280.0,1,364.6,5.634789603169249,0.0,5.8988008622445625
22,12375,67.0,1,230.3,4.204692619390966,0.0,5.439382806826639
23,12377,284.0,2,1628.12,5.648974238161206,0.6931471805599453,7.395181253919741
24,12378,98.0,1,4008.62,4.584967478670572,0.0,8.296202321420104
25,12379,50.0,2,852.24,3.912023005428146,0.6931471805599453,6.7478681773029425
26,12380,25.0,3,1684.42,3.2188758248682006,1.0986122886681098,7.429176569881494
27,12381,2.0,4,1698.3,0.6931471805599453,1.3862943611198906,7.437383029710724
28,12383,153.0,5,1850.56,5.030437921392435,1.6094379124341003,7.523243574969853
29,12384,90.0,1,292.69,4.499809670330265,0.0,5.679114028440487
30,12386,306.0,2,401.9,5.723585101952381,0.6931471805599453,5.9962033014551555
31,12388,44.0,5,2494.26,3.784189633918261,1.6094379124341003,7.821747371006788
32,12390,48.0,1,549.84,3.871201010907891,0.0,6.30962732681335
33,12393,41.0,4,1582.6000000000001,3.713572066704308,1.3862943611198906,7.366824343175093
34,12394,32.0,2,1272.48,3.4657359027997265,0.6931471805599453,7.148723031208825
35,12395,35.0,9,2246.25,3.5553480614894135,2.1972245773362196,7.717017438097769
36,12397,4.0,2,2409.9,1.3862943611198906,0.6931471805599453,7.787340531847876
37,12398,14.0,1,1635.6599999999999,2.6390573296152584,0.0,7.39980167160342
38,12399,88.0,4,1108.65,4.477336814478207,1.3862943611198906,7.010898337899006
39,12401,272.0,1,84.3,5.605802066295998,0.0,4.4343818650078095
40,12402,292.0,1,225.6,5.676753802268282,0.0,5.418763519623904
41,12403,18.0,1,427.7,2.8903717578961645,0.0,6.058422015232863
42,12405,117.0,1,1710.39,4.762173934797756,0.0,7.444476693668095
43,12406,152.0,1,1621.25,5.0238805208462765,0.0,7.390952735630654
44,12407,18.0,5,1708.1200000000001,2.8903717578961645,1.6094379124341003,7.443148629491806
45,12408,1.0,5,2888.55,0.0,1.6094379124341003,7.968509925094007
46,12409,47.0,3,11072.67,3.8501476017100584,1.0986122886681098,9.312235189032393
47,12410,277.0,2,693.3299999999999,5.6240175061873385,0.6931471805599453,6.541506076323389
48,12412,43.0,3,1226.88,3.7612001156935624,1.0986122886681098,7.112229640417225
49,12413,35.0,3,758.1,3.5553480614894135,1.0986122886681098,6.630815303062258
50,12414,186.0,3,562.41,5.225746673713202,1.0986122886681098,6.33223112127721
51,12415,5.0,19,119559.13,1.6094379124341003,2.9444389791664403,11.691566339690235
52,12417,8.0,8,3279.37,2.0794415416798357,2.0794415416798357,8.095406609759044
53,12418,81.0,1,668.58,4.394449154672439,0.0,6.5051560602870175
54,12420,32.0,1,600.39,3.4657359027997265,0.0,6.3975794440576434
55,12421,83.0,3,628.56,4.418840607796598,1.0986122886681098,6.443431488867566
56,12422,64.0,3,803.5600000000001,4.1588830833596715,1.0986122886681098,6.689051855693949
57,12423,69.0,7,1650.67,4.23410650459726,1.9459101490553132,7.40893654508039
58,12424,131.0,2,1760.96,4.875197323201151,0.6931471805599453,7.473614393871394
59,12425,47.0,1,777.2,3.8501476017100584,0.0,6.655697717503285
60,12426,163.0,1,582.73,5.093750200806762,0.0,6.3677239572926005
61,12427,29.0,2,586.08,3.367295829986474,0.6931471805599453,6.373456299030504
62,12428,89.0,8,7548.12,4.48863636973214,2.0794415416798357,8.929053804613257
63,12429,141.0,3,2844.88,4.948759890378168,1.0986122886681098,7.953276166408998
64,12430,12.0,1,256.4,2.4849066497880004,0.0,5.546738725046515
65,12431,4.0,15,6487.45,1.3862943611198906,2.70805020110221,8.77762482031535
66,12432,11.0,5,5059.32,2.3978952727983707,1.6094379124341003,8.528987365898944
67,12433,12.0,4,7893.89,2.4849066497880004,1.3862943611198906,8.973844321491805
68,12434,53.0,2,806.14,3.970291913552122,0.6931471805599453,6.692257424693476
69,12435,48.0,2,7829.89,3.871201010907891,0.6931471805599453,8.965703740354877
70,12436,68.0,1,509.01,4.219507705176107,0.0,6.232467662722958
71,12437,5.0,15,4294.5,1.6094379124341003,2.70805020110221,8.36509041320628
72,12438,109.0,1,890.0699999999999,4.6913478822291435,0.0,6.791300111318697
73,12441,335.0,1,173.55,5.814130531825066,0.0,5.1564657423077955
74,12444,27.0,4,4068.82,3.295836866004329,1.3862943611198906,8.311108310109962
75,12446,26.0,1,1002.3100000000001,3.258096538021482,0.0,6.910062615033829
76,12447,212.0,1,476.49,5.356586274672012,0.0,6.166446736515173
77,12448,13.0,1,449.45,2.5649493574615367,0.0,6.108024613019408
78,12449,60.0,3,2724.58,4.0943445622221,1.0986122886681098,7.910069566777969
79,12450,125.0,2,197.88,4.8283137373023015,0.6931471805599453,5.287660786359508
80,12451,34.0,3,7847.38,3.5263605246161616,1.0986122886681098,8.967934997105086
81,12453,103.0,1,707.09,4.634728988229636,0.0,6.561157956238944
82,12454,25.0,1,3528.34,3.2188758248682006,0.0,8.168582784365297
83,12455,42.0,6,2466.86,3.7376696182833684,1.791759469228055,7.810701365831105
84,12456,13.0,3,3181.04,2.5649493574615367,1.0986122886681098,8.06496346633214
85,12457,35.0,7,2363.23,3.5553480614894135,1.9459101490553132,7.767784606347859
86,12458,40.0,2,947.4,3.6888794541139363,0.6931471805599453,6.8537213904896515
87,12461,63.0,2,826.88,4.143134726391533,0.6931471805599453,6.717659581714128
